,CustomerID,YearMonth,Year,InvoiceAmt
7607,S551,20127,2012,371.44
7602,S535,20127,2012,240.96
6064,S1539,20127,2012,5296.77
5599,S1341,20127,2012,30.5
6283,S1676,20127,2012,63.14
6279,S1674,20127,2012,12.5
6272,S1672,20127,2012,604.0
6997,S2085,20127,2012,131.08
7047,S213,20127,2012,345.0
7080,S215,20127,2012,690.37
5095,IR21,20127,2012,1211.7
5094,IR20,20127,2012,155.6
5093,IR16,20127,2012,604.01
5090,IR11,20127,2012,255.9
5125,IR4,20127,2012,231.78
5608,S1348,20127,2012,280.2
6051,S1535,20127,2012,158.58
6046,S1532,20127,2012,1779.1999999999998
6036,S1527,20127,2012,7937.0
6024,S1524,20127,2012,56.13
6018,S1523,20127,2012,75.08
4400,1923,20127,2012,27844.2
4905,58,20127,2012,3226.07
4893,563,20127,2012,906.86
7621,S607,20127,2012,1567.73
7059,S2141,20127,2012,4082.68
7001,S209,20127,2012,231.88
4015,1368,20127,2012,1324.8
4007,1354,20127,2012,339.39
6300,S1694,20127,2012,169.8
6291,S1690,20127,2012,129.07999999999998
7704,S707,20127,2012,152.57999999999998
7692,S67,20127,2012,810.8
7684,S665,20127,2012,1067.32
7676,S656,20127,2012,168.15
7700,S7,20127,2012,646.56
5921,S1489,20127,2012,510.3
6007,S1521,20127,2012,249.92000000000002
5973,S1504,20127,2012,649.3199999999999
5134,IR60,20127,2012,179.8
5131,IR51,20127,2012,2530.47
5147,IR76,20127,2012,125.82
6977,S2078,20127,2012,184.1
6960,S2070,20127,2012,10648.81
4258,1758,20127,2012,315.0
7021,S2103,20127,2012,83.7
5995,S1518,20127,2012,12.5
5986,S1514,20127,2012,182.56
5952,S15,20127,2012,2365.29
7666,S655,20127,2012,1277.2900000000002
7734,S73,20127,2012,125.66999999999999
7760,S75,20127,2012,1509.76
7752,S749,20127,2012,251.76
7723,S723,20127,2012,1099.47
6911,S2037,20127,2012,288.86
5163,S0001,20127,2012,0.0
4250,1751,20127,2012,4507.67
6948,S2061,20127,2012,2757.5
6941,S2055,20127,2012,121.6
6937,S2050,20127,2012,835.17
6922,S2041,20127,2012,250.0
6992,S2084,20127,2012,48.16
4424,2,20127,2012,27612.5
4857,526,20127,2012,8242.08
4848,523,20127,2012,34.14
5935,S1497,20127,2012,270.0
3903,1144,20127,2012,433.5
3896,1130,20127,2012,10356.64
4024,1408,20127,2012,19160.0
5458,S1222,20127,2012,781.48
6336,S1702,20127,2012,73.03
6319,S1699,20127,2012,314.92
5188,S1011,20127,2012,9.6
5179,S1008,20127,2012,2198.7
4236,1729,20127,2012,11338.78
4222,1726,20127,2012,808.3299999999999
5631,S1361,20127,2012,8581.46
3885,112,20127,2012,1581.3
7791,S777,20127,2012,472.55
7810,S798,20127,2012,45.97
7802,S78,20127,2012,750.0
4439,2031,20127,2012,555.0
4836,518,20127,2012,324.43
4834,517,20127,2012,671.16
5433,S1209,20127,2012,47.92
4034,1424,20127,2012,195.0
6366,S1721,20127,2012,10408.22
5196,S1021,20127,2012,475.3
5205,S1022,20127,2012,186.14
6894,S2026,20127,2012,12.5
6888,S2024,20127,2012,160.1
6874,S2017,20127,2012,20056.9
4818,507,20127,2012,197.57999999999998
7843,S828,20127,2012,551.6
7833,S824,20127,2012,0.0
4467,255,20127,2012,1358.16
4806,503,20127,2012,562.7
4802,500,20127,2012,1636.5
4455,23,20127,2012,0.0
4452,226,20127,2012,498.42
3874,1119,20127,2012,5332.04
6844,S20,20127,2012,1771.66
6832,S1985,20127,2012,314.28
6825,S1983,20127,2012,991.3199999999999
6837,S1993,20127,2012,923.12
6814,S1982,20127,2012,1891.55
6802,S1979,20127,2012,1414.98
6795,S1971,20127,2012,1253.27
6311,S1696,20127,2012,1118.63
4046,1504,20127,2012,3551.78
5440,S1212,20127,2012,4669.74
3862,11,20127,2012,1390.1
5643,S1364,20127,2012,176.59
5911,S1487,20127,2012,2467.91
7871,S852,20127,2012,807.71
7858,S84,20127,2012,218.5
7889,S866,20127,2012,409.03000000000003
6739,S1939,20127,2012,375.48
6780,S1962,20127,2012,945.36
4212,1718,20127,2012,279.3
4200,1712,20127,2012,5525.75
6772,S1957,20127,2012,115.28
6857,S2004,20127,2012,5130.03
5668,S1378,20127,2012,451.12
3844,1079,20127,2012,4433.31
5891,S1480,20127,2012,329.49
5878,S1478,20127,2012,217.0
5872,S1474,20127,2012,218.34
7962,S940,20127,2012,384.0
7926,S902,20127,2012,5658.900000000001
7938,S908,20127,2012,1370.8
6442,S1752,20127,2012,1562.0
5423,S1203,20127,2012,156.88
5412,S1198,20127,2012,258.0
6398,S1736,20127,2012,11030.2
6763,S1956,20127,2012,32.06
5213,S1024,20127,2012,151.41000000000003
4187,1704,20127,2012,6056.2
6760,S1955,20127,2012,111.19
7894,S869,20127,2012,605.5
7881,S860,20127,2012,1456.0
8001,S986,20127,2012,31.18
7956,S937,20127,2012,118.02
7948,S921,20127,2012,20.0
7982,S962,20127,2012,4838.76
7969,S941,20127,2012,415.57
5861,S1467,20127,2012,12.5
3832,1065,20127,2012,778.27
5290,S1141,20127,2012,870.9599999999999
5280,S1140,20127,2012,2772.41
6666,S19,20127,2012,70.0
6731,S1934,20127,2012,750.68
6730,S1933,20127,2012,395.68
6725,S1932,20127,2012,1826.6
5241,S1106,20127,2012,633.02
5262,S1125,20127,2012,182.26
6716,S193,20127,2012,4217.99
5851,S1462,20127,2012,12.5
5846,S1459,20127,2012,74.1
5832,S1455,20127,2012,623.52
5823,S1454,20127,2012,778.05
4478,257,20127,2012,1206.7
4768,473,20127,2012,15548.14
4748,460,20127,2012,13265.220000000001
6468,S1756,20127,2012,456.76
6440,S1751,20127,2012,67.2
6432,S1750,20127,2012,943.52
6429,S175,20127,2012,1197.04
6413,S1738,20127,2012,85.0
4125,1607,20127,2012,3597.74
6709,S1927,20127,2012,294.20000000000005
6703,S1926,20127,2012,2810.7799999999997
4164,1669,20127,2012,351.6
4159,1653,20127,2012,0.0
8017,S995,20127,2012,906.35
8035,s1075,20127,2012,182.3
8029,s0001,20127,2012,0.0
8042,s110,20127,2012,287.56
4501,297,20127,2012,1015.8000000000001
4739,447,20127,2012,372.4
4728,443,20127,2012,0.0
5690,S1390,20127,2012,990.0
5683,S1388,20127,2012,1007.49
6629,S1871,20127,2012,32.79
6623,S187,20127,2012,34.28
6694,S1919,20127,2012,576.0
4154,1652,20127,2012,1765.4
4140,1616,20127,2012,5064.85
5302,S1145,20127,2012,140.48000000000002
4132,1609,20127,2012,0.0
6385,S1730,20127,2012,4435.61
6479,S1759,20127,2012,60.519999999999996
5814,S1453,20127,2012,381.57
5801,S1450,20127,2012,0.0
5795,S1448,20127,2012,94.82
3790,1028,20127,2012,11664.5
4486,262,20127,2012,724.05
4524,323,20127,2012,29.9
4721,441,20127,2012,2969.88
4709,440,20127,2012,104.68
4513,30,20127,2012,1591.77
6503,S1777,20127,2012,254.97
6495,S177,20127,2012,1636.16
6561,S1818,20127,2012,1847.94
6677,S1912,20127,2012,344.22
6675,S1909,20127,2012,313.06
6610,S1868,20127,2012,87.5
6642,S1883,20127,2012,1030.6799999999998
8010,S99,20127,2012,80.78
4695,431,20127,2012,2048.4
8078,s1412,20127,2012,232.79
8066,s140,20127,2012,195.16
8061,s13,20127,2012,71.12
3778,100,20127,2012,1594.5
5321,S1158,20127,2012,87.54
6617,S1869,20127,2012,1721.02
6589,S1858,20127,2012,68.5
6570,S184,20127,2012,101.3
6515,S1792,20127,2012,591.12
5396,S1192,20127,2012,164.0
5787,S1446,20127,2012,65.53999999999999
5775,S1442,20127,2012,388.66
3821,106,20127,2012,303.28999999999996
5707,S1402,20127,2012,897.28
5700,S1394,20127,2012,525.6
8053,s1212,20127,2012,829.32
4547,336,20127,2012,2539.6000000000004
4541,328,20127,2012,4482.51
8127,s1873,20127,2012,110.87
8097,s1539,20127,2012,25.82
4076,1540,20127,2012,4267.22
4071,1522,20127,2012,0.0
4114,1602,20127,2012,2381.63
4106,16,20127,2012,50.5
4101,1598,20127,2012,8390.0
5346,S1173,20127,2012,220.5
5339,S1169,20127,2012,541.9
6525,S1802,20127,2012,640.0
6548,S1815,20127,2012,0.0
5328,S1166,20127,2012,382.42
4067,1515,20127,2012,21992.33
5388,S1190,20127,2012,1728.74
5372,S1186,20127,2012,2879.05
6522,S1801,20127,2012,30.33
6580,S185,20127,2012,1707.8400000000001
4088,1556,20127,2012,137.0
5364,S1182,20127,2012,12.5
5357,S118,20127,2012,662.65
4083,1542,20127,2012,2870.4
8091,s149,20127,2012,77.62
8112,s178,20127,2012,12.5
8167,s2022,20127,2012,3610.9
4673,417,20127,2012,39.72
4670,413,20127,2012,258.24
4558,340,20127,2012,163.92000000000002
8153,s2004,20127,2012,1699.4099999999999
8145,s1977,20127,2012,929.29
8139,s1972,20127,2012,208.97
8158,s202,20127,2012,289.86
8226,s3,20127,2012,74.86
8267,s962,20127,2012,2377.7
8237,s47,20127,2012,153.68
4652,395,20127,2012,836.03
8247,s654,20127,2012,1866.29
4665,404,20127,2012,74.4
8261,s83,20127,2012,375.12
4646,393,20127,2012,295.4
4568,342,20128,2012,2302.12
4661,400,20128,2012,1208.0
4653,395,20128,2012,32.7
8227,s3,20128,2012,366.81
8184,s2265,20128,2012,33.07
8219,s260,20128,2012,200.85
8176,s212,20128,2012,15.84
4596,353,20128,2012,1520.71
4586,352,20128,2012,105.35
4613,373,20128,2012,279.25
4647,393,20128,2012,1417.92
6480,S1759,20128,2012,105.56
6533,S1807,20128,2012,47.45
4068,1515,20128,2012,155.07
4061,1512,20128,2012,456.6
5389,S1190,20128,2012,2526.04
5373,S1186,20128,2012,1036.09
6516,S1792,20128,2012,4830.14
4096,1575,20128,2012,185.3
4085,1545,20128,2012,54.269999999999996
4081,1541,20128,2012,79.6
4077,1540,20128,2012,4260.0
4115,1602,20128,2012,552.3499999999999
4107,16,20128,2012,71.92999999999999
5340,S1169,20128,2012,1631.01
6545,S1813,20128,2012,92.91
5329,S1166,20128,2012,8.54
6581,S185,20128,2012,4023.44
6618,S1869,20128,2012,1065.44
6571,S184,20128,2012,373.15999999999997
6562,S1818,20128,2012,152.72
5397,S1192,20128,2012,54.07
6501,S1774,20128,2012,317.2
6451,S1754,20128,2012,136.45
6653,S1892,20128,2012,33.129999999999995
6643,S1883,20128,2012,748.6
6680,S1915,20128,2012,463.47
6640,S1882,20128,2012,87.95
6630,S1871,20128,2012,21.08
6686,S1916,20128,2012,29.96
4147,1641,20128,2012,1179.0
5308,S1155,20128,2012,244.55
4126,1607,20128,2012,14986.16
6469,S1756,20128,2012,1131.45
6458,S1755,20128,2012,862.0
6420,S1739,20128,2012,183.59
6704,S1926,20128,2012,916.09
4168,167,20128,2012,311.04
4165,1669,20128,2012,956.6
5291,S1141,20128,2012,80.98
5281,S1140,20128,2012,15339.95
6667,S19,20128,2012,1076.26
6726,S1932,20128,2012,3830.8799999999997
5271,S1135,20128,2012,425.66
5253,S1117,20128,2012,25880.09
6717,S193,20128,2012,1579.6
6360,S1720,20128,2012,62.5
6443,S1752,20128,2012,225.5
5426,S1206,20128,2012,202.59
5424,S1203,20128,2012,97.63
5413,S1198,20128,2012,113.07
6399,S1736,20128,2012,13571.12
6386,S1730,20128,2012,3937.42
6710,S1927,20128,2012,536.7
5214,S1024,20128,2012,1334.57
4188,1704,20128,2012,470.0
5242,S1106,20128,2012,390.85
6757,S1952,20128,2012,140.99
6746,S1940,20128,2012,1568.75
6732,S1934,20128,2012,82.65
6781,S1962,20128,2012,690.84
4213,1718,20128,2012,338.3
4201,1712,20128,2012,790.5
5217,S103,20128,2012,38.86
6796,S1971,20128,2012,1724.8600000000001
6845,S20,20128,2012,229.94
6838,S1993,20128,2012,593.0
6815,S1982,20128,2012,1058.23
4056,1506,20128,2012,2659.8
4047,1504,20128,2012,3758.84
5441,S1212,20128,2012,2238.0099999999998
4035,1424,20128,2012,350.0
6367,S1721,20128,2012,8773.48
6787,S197,20128,2012,0.0
5195,S1016,20128,2012,260.9
6895,S2026,20128,2012,12.5
6883,S202,20128,2012,2090.4900000000002
6875,S2017,20128,2012,75.0
6872,S2014,20128,2012,752.11
6864,S2007,20128,2012,114.96000000000001
4025,1408,20128,2012,38320.0
6337,S1702,20128,2012,967.01
6329,S1700,20128,2012,91.22
6326,S17,20128,2012,691.6
6320,S1699,20128,2012,169.96
6312,S1696,20128,2012,308.18
6858,S2004,20128,2012,5138.04
5189,S1011,20128,2012,289.1
5180,S1008,20128,2012,1897.55
4237,1729,20128,2012,7625.4400000000005
4223,1726,20128,2012,136.6
6912,S2037,20128,2012,322.71000000000004
5164,S0001,20128,2012,0.0
4244,1746,20128,2012,3953.1
6949,S2061,20128,2012,340.31
6923,S2041,20128,2012,411.15
6987,S2081,20128,2012,383.90999999999997
5154,IR9,20128,2012,59.06
5149,IR77,20128,2012,379.98
5146,IR72,20128,2012,76.65
6978,S2078,20128,2012,85.54
6961,S2070,20128,2012,1776.9299999999998
7002,S209,20128,2012,64.22
6998,S2085,20128,2012,81.39
6301,S1694,20128,2012,4.94
7051,S2133,20128,2012,222.02
7075,S2144,20128,2012,740.78
5096,IR21,20128,2012,865.5
5115,IR39,20128,2012,21.08
7107,S217,20128,2012,152.8
4265,1769,20128,2012,326.58
7091,S2152,20128,2012,261.66
7088,S2150,20128,2012,12.5
7068,S2143,20128,2012,734.3199999999999
3998,1351,20128,2012,819.24
6235,S1637,20128,2012,523.84
6255,S165,20128,2012,77.75
6243,S1643,20128,2012,324.3
7171,S2193,20128,2012,185.13
5083,99,20128,2012,1266.8
5073,920,20128,2012,0.0
5072,90,20128,2012,111.0
4277,1793,20128,2012,2668.38
7143,S218,20128,2012,8308.92
7111,S2170,20128,2012,300.8
7181,S220,20128,2012,906.64
4299,1819,20128,2012,14219.970000000001
4287,1803,20128,2012,8937.11
7161,S2191,20128,2012,686.99
7137,S2179,20128,2012,3238.75
7126,S2177,20128,2012,1760.0
6223,S1630,20128,2012,72.33
6219,S1625,20128,2012,253.75
6218,S1624,20128,2012,23.84
5484,S1265,20128,2012,789.67
3980,131,20128,2012,144.82
3971,13,20128,2012,368.24
7152,S219,20128,2012,3930.7599999999998
7203,S2206,20128,2012,89.75
7196,S2205,20128,2012,269.72
4311,1827,20128,2012,269.94
5051,84,20128,2012,1502.36
7191,S2202,20128,2012,13.5
7263,S2258,20128,2012,56.69
5035,819,20128,2012,6285.32
7249,S2250,20128,2012,2488.09
7230,S2245,20128,2012,43.010000000000005
7227,S223,20128,2012,2041.2
5511,S129,20128,2012,140.99
5499,S1269,20128,2012,599.0
3962,1270,20128,2012,959.0500000000001
3948,1225,20128,2012,2200.95
3935,12000,20128,2012,25305.0
7285,S23,20128,2012,0.0
7307,S2321,20128,2012,306.05
4339,1856,20128,2012,112.95
5025,81,20128,2012,3917.05
5013,805,20128,2012,4402.54
7272,S227,20128,2012,93.83000000000001
7268,S2263,20128,2012,420.0
5519,S1294,20128,2012,106.56
5553,S1318,20128,2012,103.3
5552,S1317,20128,2012,137.5
6190,S1600,20128,2012,214.51
4350,1863,20128,2012,4122.04
5004,801,20128,2012,510.56000000000006
4992,791,20128,2012,34612.0
7328,S2341,20128,2012,806.5600000000001
7304,S232,20128,2012,124.98
7290,S2302,20128,2012,43.46
7287,S230,20128,2012,99.8
7424,S299,20128,2012,955.0
7394,S249,20128,2012,5081.59
7377,S243,20128,2012,1728.31
7363,S24,20128,2012,709.77
7345,S236,20128,2012,1428.21
5549,S1311,20128,2012,396.0
6165,S158,20128,2012,94.54
6157,S1579,20128,2012,249.0
6148,S1575,20128,2012,671.0
6132,S1563,20128,2012,306.9
4943,67,20128,2012,192.85
4980,771,20128,2012,64.67999999999999
4971,767,20128,2012,228.14
7460,S318,20128,2012,387.26
7448,S312,20128,2012,1426.45
6057,S1537,20128,2012,440.15
6120,S1555,20128,2012,24.3
5566,S1322,20128,2012,2444.77
5556,S1320,20128,2012,29.3
5594,S1336,20128,2012,356.79999999999995
5589,S1334,20128,2012,65.99000000000001
6109,S1550,20128,2012,121.44
6104,S1548,20128,2012,368.64
6088,S1542,20128,2012,202.34
7436,S3,20128,2012,6747.4
4954,75,20128,2012,13806.06
7507,S458,20128,2012,188.72
7515,S462,20128,2012,71.75
7471,S361,20128,2012,56.18
7488,S42,20128,2012,755.63
7479,S41,20128,2012,0.0
7543,S473,20128,2012,1079.68
7571,S484,20128,2012,29.34
4931,628,20128,2012,12518.41
7537,S471,20128,2012,691.32
6080,S1540,20128,2012,84.85
5580,S1329,20128,2012,72.29
5576,S1325,20128,2012,19.35
3921,1186,20128,2012,0.0
7633,S639,20128,2012,39.16
7629,S637,20128,2012,261.2
7622,S607,20128,2012,953.8799999999999
7613,S60,20128,2012,37.5
7591,S512,20128,2012,134.44
7585,S511,20128,2012,585.0
7569,S480,20128,2012,418.51
7561,S479,20128,2012,74.97999999999999
7521,S464,20128,2012,657.24
7641,S647,20128,2012,623.72
4389,1915,20128,2012,74.69
4386,1903,20128,2012,117.6
4915,59,20128,2012,11488.0
7608,S551,20128,2012,12.5
5943,S1498,20128,2012,34.26
6065,S1539,20128,2012,5889.8099999999995
5603,S1347,20128,2012,12.5
5614,S1353,20128,2012,50.6
6052,S1535,20128,2012,532.1800000000001
6037,S1527,20128,2012,2479.09
7596,S523,20128,2012,360.0
7677,S656,20128,2012,12.5
4413,1942,20128,2012,264.9
4411,1941,20128,2012,2033.0
4401,1923,20128,2012,0.0
4906,58,20128,2012,413.6
4894,563,20128,2012,894.3
7655,S654,20128,2012,26878.1
7705,S707,20128,2012,320.4
7685,S665,20128,2012,3268.0
7701,S7,20128,2012,100.52
7693,S67,20128,2012,8023.91
7667,S655,20128,2012,116.97999999999999
6008,S1521,20128,2012,632.9200000000001
5996,S1518,20128,2012,347.19
5987,S1514,20128,2012,130.98
5979,S1507,20128,2012,252.44
5963,S1502,20128,2012,82.88
5953,S15,20128,2012,1933.58
7770,S751,20128,2012,337.8
4864,528,20128,2012,661.5
4858,526,20128,2012,544.47
7735,S73,20128,2012,594.3
7761,S75,20128,2012,1083.05
7724,S723,20128,2012,246.05
4430,2010,20128,2012,1280.98
4425,2,20128,2012,25876.0
4849,523,20128,2012,1143.25
4842,519,20128,2012,5.64
7786,S77,20128,2012,35.47
5936,S1497,20128,2012,101.34
3897,1130,20128,2012,12790.24
5632,S1361,20128,2012,3505.4700000000003
5621,S1354,20128,2012,454.59
5922,S1489,20128,2012,274.5
7775,S763,20128,2012,664.62
7803,S78,20128,2012,1715.02
4440,2031,20128,2012,2360.4
4825,509,20128,2012,48.35
7834,S824,20128,2012,741.55
4459,245,20128,2012,300.0
4807,503,20128,2012,147.0
4457,24,20128,2012,255.44
4453,226,20128,2012,160.64
5866,S1468,20128,2012,138.01999999999998
5912,S1487,20128,2012,492.38
3875,1119,20128,2012,1193.22
3863,11,20128,2012,1036.47
5657,S1370,20128,2012,46.38
5651,S1367,20128,2012,1499.22
5644,S1364,20128,2012,373.89
7792,S777,20128,2012,54.46
7859,S84,20128,2012,131.92000000000002
7853,S837,20128,2012,125.12
7883,S863,20128,2012,107.46
7824,S816,20128,2012,55.2
7813,S799,20128,2012,345.6
5833,S1455,20128,2012,483.09000000000003
5892,S1480,20128,2012,50.36
3853,1082,20128,2012,790.0
3845,1079,20128,2012,3773.19
3833,1065,20128,2012,777.15
7844,S828,20128,2012,1580.6100000000001
7963,S940,20128,2012,582.46
7914,S89,20128,2012,268.91999999999996
7942,S917,20128,2012,486.4
7927,S902,20128,2012,16374.050000000001
7904,S877,20128,2012,541.1
7872,S852,20128,2012,496.69
7998,S981,20128,2012,2574.05
4774,477,20128,2012,19.86
4769,473,20128,2012,2695.1400000000003
4468,255,20128,2012,5174.8
7957,S938,20128,2012,0.0
7983,S962,20128,2012,10071.13
7970,S941,20128,2012,1264.1
5862,S1467,20128,2012,74.57
5852,S1462,20128,2012,45.37
5847,S1459,20128,2012,36.25
5824,S1454,20128,2012,772.51
5815,S1453,20128,2012,353.32000000000005
4479,257,20128,2012,356.13
4765,471,20128,2012,58.11
4749,460,20128,2012,0.0
8018,S995,20128,2012,1238.3400000000001
7992,S964,20128,2012,166.57
8002,S986,20128,2012,73.8
8043,s110,20128,2012,65.24
4740,447,20128,2012,295.03999999999996
4732,446,20128,2012,2961.2
4727,442,20128,2012,60.05
4487,262,20128,2012,42.11
5752,S1438,20128,2012,46.1
5685,S1389,20128,2012,268.56
5678,S1387,20128,2012,73.5
5803,S1451,20128,2012,255.0
5796,S1448,20128,2012,12.5
4531,327,20128,2012,658.56
4525,323,20128,2012,241.84
4722,441,20128,2012,2301.29
4710,440,20128,2012,1418.8999999999999
4514,30,20128,2012,5092.36
8036,s1075,20128,2012,585.37
4696,431,20128,2012,1220.4
8079,s1412,20128,2012,238.94
8067,s140,20128,2012,708.47
8054,s1212,20128,2012,249.38
3779,100,20128,2012,618.88
5776,S1442,20128,2012,656.85
3822,106,20128,2012,354.90000000000003
5767,S1441,20128,2012,74.72999999999999
5761,S1440,20128,2012,136.42000000000002
5756,S1439,20128,2012,240.0
4542,328,20128,2012,14208.44
8128,s1873,20128,2012,527.3199999999999
8108,s174,20128,2012,798.9200000000001
8092,s149,20128,2012,1074.2
8119,s1849,20128,2012,148.28
8168,s2022,20128,2012,752.08
8134,s1896,20128,2012,43.8
8173,s2071,20128,2012,65.39
5726,S1425,20128,2012,55.46
5718,S1412,20128,2012,4515.65
3802,1039,20128,2012,3663.9
5747,S1437,20128,2012,94.68
8154,s2004,20128,2012,2827.0299999999997
4638,388,20128,2012,2395.9
4578,349,20128,2012,21.46
4626,378,20128,2012,262.2
4623,377,20128,2012,1824.0
8268,s962,20128,2012,317.25
8248,s654,20128,2012,849.59
7250,S2250,20129,2012,1904.42
5036,819,20129,2012,2584.56
4323,1830,20129,2012,491.9
7226,S2225,20129,2012,535.65
7231,S2245,20129,2012,0.0
3814,1058,20129,2012,10255.96
3823,106,20129,2012,71.28
5729,S143,20129,2012,53.58
4614,373,20129,2012,231.75
4569,342,20129,2012,1609.25
4639,388,20129,2012,830.15
4644,389,20129,2012,9665.22
4587,352,20129,2012,856.63
4602,356,20129,2012,595.2
8174,s2071,20129,2012,148.41
8194,s2311,20129,2012,600.0
6504,S1777,20129,2012,107.74
6509,S1784,20129,2012,94.98
6517,S1792,20129,2012,692.72
5374,S1186,20129,2012,1881.1
4460,245,20129,2012,0.0
7845,S828,20129,2012,52.379999999999995
7814,S799,20129,2012,263.06
4454,226,20129,2012,143.68
4808,503,20129,2012,24.5
4458,24,20129,2012,118.0
5398,S1192,20129,2012,276.54
5405,S1193,20129,2012,46.92
3803,1039,20129,2012,9700.46
5719,S1412,20129,2012,8988.44
4630,384,20129,2012,772.0
7241,S225,20129,2012,136.0
5797,S1448,20129,2012,59.54
5005,801,20129,2012,3660.0
7264,S2258,20129,2012,51.38
7266,S226,20129,2012,140.4
7269,S2263,20129,2012,32.0
5014,805,20129,2012,2152.0
5026,81,20129,2012,2261.6499999999996
6534,S1807,20129,2012,450.0
4082,1541,20129,2012,73.4
4819,507,20129,2012,501.0
4830,512,20129,2012,755.9
4837,518,20129,2012,179.33
4441,2031,20129,2012,546.8
4444,205,20129,2012,122.74
7804,S78,20129,2012,794.27
7793,S777,20129,2012,1030.0
4108,16,20129,2012,32.01
7873,S852,20129,2012,196.47
4794,494,20129,2012,987.16
7884,S863,20129,2012,111.26
7860,S84,20129,2012,42.0
5379,S1187,20129,2012,116.36000000000001
5390,S1190,20129,2012,1798.67
4062,1512,20129,2012,2707.0
5084,99,20129,2012,2439.74
7162,S2191,20129,2012,112.0
7172,S2193,20129,2012,265.86
7144,S218,20129,2012,1202.5
7127,S2177,20129,2012,1948.8600000000001
7138,S2179,20129,2012,2591.0
4288,1803,20129,2012,1528.25
5825,S1454,20129,2012,745.55
5074,920,20129,2012,4587.8
4332,1850,20129,2012,279.26
4340,1856,20129,2012,128.7
7288,S230,20129,2012,1523.84
7291,S2302,20129,2012,21.5
5834,S1455,20129,2012,81.39
5848,S1459,20129,2012,18.0
4116,1602,20129,2012,336.12
6563,S1818,20129,2012,1416.04
4097,1575,20129,2012,232.0
6546,S1813,20129,2012,21.36
6549,S1815,20129,2012,11.5
6526,S1802,20129,2012,1408.0
5341,S1169,20129,2012,151.47
5350,S1179,20129,2012,34.91
4102,1598,20129,2012,26833.0
7771,S751,20129,2012,78.5
7776,S763,20129,2012,49.0
7782,S766,20129,2012,286.09000000000003
4420,1995,20129,2012,2492.75
4426,2,20129,2012,33280.0
6611,S1868,20129,2012,270.91999999999996
6414,S1738,20129,2012,954.46
6421,S1739,20129,2012,296.3
6433,S1750,20129,2012,264.5
6459,S1755,20129,2012,270.0
5669,S1378,20129,2012,252.9
7117,S2176,20129,2012,170.49
7315,S2322,20129,2012,283.4
7329,S2341,20129,2012,240.0
7331,S235,20129,2012,1539.45
4278,1793,20129,2012,2349.35
4871,535,20129,2012,2161.8
4873,536,20129,2012,36.75
4874,537,20129,2012,2788.6
4875,539,20129,2012,123.2
5427,S1206,20129,2012,1251.1799999999998
7919,S90,20129,2012,147.9
7895,S869,20129,2012,159.81
7905,S877,20129,2012,169.44
7928,S902,20129,2012,3156.67
7943,S917,20129,2012,291.26
4993,791,20129,2012,122620.74
4351,1863,20129,2012,15437.8
5863,S1467,20129,2012,227.75
7912,S888,20129,2012,758.17
6582,S185,20129,2012,848.13
6597,S1859,20129,2012,138.81
7350,S237,20129,2012,261.6
7353,S239,20129,2012,250.73000000000002
5883,S1479,20129,2012,418.32
3834,1065,20129,2012,1164.0
3846,1079,20129,2012,1722.52
5658,S1370,20129,2012,45.5
5661,S1376,20129,2012,885.3
5893,S1480,20129,2012,335.49
5904,S1486,20129,2012,228.66
6407,S1737,20129,2012,730.54
6400,S1736,20129,2012,12558.41
7753,S749,20129,2012,260.0
4859,526,20129,2012,4324.27
4865,530,20129,2012,1469.28
4868,533,20129,2012,295.2
4869,534,20129,2012,731.5999999999999
5112,IR36,20129,2012,57.56
5116,IR39,20129,2012,31.93
5126,IR4,20129,2012,2302.63
5091,IR11,20129,2012,124.7
5097,IR21,20129,2012,454.13
7078,S2145,20129,2012,223.8
7037,S2116,20129,2012,287.01
7041,S2118,20129,2012,1528.5
7045,S2125,20129,2012,78.38
7054,S2135,20129,2012,194.1
7069,S2143,20129,2012,237.93
5645,S1364,20129,2012,258.44
5652,S1367,20129,2012,229.59
4268,1783,20129,2012,13520.19
7089,S2150,20129,2012,117.0
7346,S236,20129,2012,1341.35
4048,1504,20129,2012,2824.92
7984,S962,20129,2012,3853.48
7971,S941,20129,2012,574.41
5330,S1166,20129,2012,577.58
4469,255,20129,2012,3464.4
6368,S1721,20129,2012,3249.4100000000003
6387,S1730,20129,2012,3341.2
3864,11,20129,2012,1961.24
3876,1119,20129,2012,7900.85
5913,S1487,20129,2012,2185.87
5917,S1488,20129,2012,131.92000000000002
5923,S1489,20129,2012,188.5
3889,1121,20129,2012,186.2
5622,S1354,20129,2012,286.96
5633,S1361,20129,2012,4280.76
3898,1130,20129,2012,8406.93
7995,S968,20129,2012,57.9
7999,S981,20129,2012,86.76
3907,115,20129,2012,2887.4
4259,1758,20129,2012,971.1999999999999
5108,IR31,20129,2012,0.0
7382,S244,20129,2012,12.5
7385,S247,20129,2012,96.80999999999999
7367,S240,20129,2012,327.5
5954,S15,20129,2012,1493.38
5960,S1501,20129,2012,36.0
6633,S1879,20129,2012,152.05
7725,S723,20129,2012,259.0
7736,S73,20129,2012,2129.0
6349,S1706,20129,2012,105.82
4036,1424,20129,2012,80.0
5442,S1212,20129,2012,3778.85
5964,S1502,20129,2012,41.84
7060,S2141,20129,2012,82.17
7378,S243,20129,2012,600.47
7410,S267,20129,2012,12.5
7029,S2110,20129,2012,454.86
